ENTREZID	stat
25943	3.83357801013833
10162	3.83194540467346
7251	3.8315536038835
85450	3.82951040047576
5290	3.82901519351985
5250	3.82611406161109
5320	3.82516601032827
3133	3.82308295393992
4792	3.81547979950552
285636	3.81256680102469
9689	3.8095169060381
58494	3.80795669437907
81929	3.80759766515509
81617	3.80687400490255
132332	3.80500674018771
311	3.80128836657548
84833	3.79380469652742
107984270	3.79354232955897
54741	3.79273311869215
4825	3.78955582953539
130814	3.77445014842211
23523	3.77207267552028
8545	3.76589923089281
3508	3.76522198866852
5885	3.76271300307073
2159	3.76186447319333
599	3.7567472950874
56902	3.75396685878917
1981	3.7513680185928
55742	3.74891868286069
10150	3.7489127657939
23560	3.74779344973292
10476	3.74455253731933
4891	3.74429808890721
2869	3.74109914156428
54567	3.73584976531653
30846	3.73505338534357
6655	3.73325293403438
10094	3.73298233647534
29801	3.72921203406053
80323	3.72165972667635
10447	3.71996575238139
5049	3.7187910175924
338	3.71472160680078
2043	3.71432190408309
81610	3.7132484816493
4928	3.71229515495884
51094	3.7106690818479
201895	3.71062364324138
9525	3.7105616830061
23760	3.7101932865329
5688	3.70935379048483
10049	3.70757263087388
192670	3.70558617395122
131675794	3.70544153924944
64115	3.70516269251455
113402	3.70359129159847
3786	3.7032499978877
54103	3.70001380200456
5499	3.69825500883478
1212	3.69822210738689
26064	3.69630332992736
147495	3.69595322489007
117583	3.69550461133701
26292	3.69475968897134
124905557	3.69209603116587
1964	3.69209603116587
11046	3.6902954689565
5600	3.68824020596901
54978	3.68692953850729
10892	3.68657689851465
9144	3.68361395599053
27257	3.68246167326666
622	3.68134673088584
54537	3.67981789222798
3614	3.67936855937154
84514	3.67853433001738
8225	3.67724912602655
5742	3.67672936018348
10645	3.6686331802087
22978	3.66485368441789
1435	3.66427434226791
5955	3.66354293521749
56180	3.66132032818022
831	3.65991027289728
8531	3.65941664823483
54432	3.65705206779144
51129	3.65703073360095
55357	3.65530757610311
201562	3.65348884762313
50640	3.65006653195808
26020	3.64743294573948
1362	3.64596384965192
5611	3.64429821143938
56922	3.6441521632685
5681	3.64314702049759
527	3.63942686565695
57724	3.63664233735596
27131	3.63399352697172
6470	3.63295558286204
5976	3.63109651877009
613	3.63062102599155
644538	3.62757959753206
27	3.62737339528659
79639	3.62288322525112
64841	3.62196329097854
221035	3.62127589112489
221	3.61400539257666
3918	3.61322161042592
25963	3.61310801465096
7128	3.61266297541031
252983	3.61175019514481
26509	3.60298465889104
7732	3.60044808785852
6709	3.59938843493651
64397	3.59735846429384
27147	3.59464211703449
6455	3.59271279505186
256227	3.5925326243995
401312	3.5925326243995
51119	3.59229453883773
4540	3.58851882477375
23258	3.58817391216384
7358	3.5846816267249
55893	3.57914659752905
117246	3.57230814276676
7009	3.57104406109011
79156	3.56936644681936
2327	3.56514973715635
79674	3.56503099822476
51660	3.56476470222194
219743	3.56395816823081
57515	3.5617311097535
1605	3.56150928290152
55664	3.56040371158718
715	3.559992018764
9813	3.55772277715783
57591	3.55767076080519
317749	3.5558732483315
9730	3.55522096957882
23277	3.5519572755891
340719	3.55116004076948
93380	3.5482153068493
9261	3.54082903256821
9208	3.54020072480137
116254	3.53774599739172
8454	3.535733778021
29919	3.5350279802629
728577	3.53459028166218
801	3.53288851928587
27006	3.52965045147848
